t.ID,exact_kNN_score
281049,18.583766937255800
113891,18.575292587280200
258831,18.571725845336900
250719,18.521442413330000
239824,18.487699508666900
151115,18.466758728027300
144614,18.450506210327100
86331,18.440254211425700
173367,18.416528701782200
61099,18.394731521606400
109764,18.382963180541900
97878,18.380447387695300
84108,18.365978240966700
29959,18.356719970703100
99434,18.351232528686500
14299,18.278146743774400
79033,18.278146743774400
69500,18.274787902832000
2435,18.270145416259700
240660,18.265766143798800
74293,18.194860458374000
7715,18.187753677368100
11698,18.187551498413000
6892,17.985313415527300
67393,17.934497833251900
65591,17.847362518310500
174261,17.842603683471600
101925,17.840675354003900
81232,17.840675354003900
119222,17.806106567382800
201747,17.780691146850500
113130,17.745859146118100
223841,17.734878540039000
114683,17.729887008666900
278684,17.720617294311500
217407,17.627672195434500
7614,17.600137710571200
246544,17.587997436523400
104128,17.552612304687500
134775,17.537750244140600
8517,17.522544860839800
59376,17.493850708007800
9282,17.488075256347600
153642,17.482892990112300
259100,17.354595184326100
7455,17.276130676269500
148084,17.273670196533200
146256,17.216617584228500
283538,17.211532592773400
40196,17.198934555053700
186681,17.161764144897400
112295,17.150333404541000
13282,17.119615554809500
169297,17.107732772827100
166270,17.047191619873000
170044,17.000024795532200
13425,16.985696792602500
153401,16.953262329101500
69762,16.914653778076100
151568,16.868568420410100
236994,16.862068176269500
176574,16.856988906860300
112355,16.826669692993100
270477,16.814744949340800
168777,16.783790588378900
251922,16.763015747070300
265181,16.749094009399400
199965,16.729389190673800
150266,16.713409423828100
34410,16.663953781127900
151702,16.625106811523400
213232,16.483934402465800
226020,16.457685470581000
120732,16.457019805908200
55077,16.445890426635700
155015,16.428459167480400
5862,16.416683197021400
76480,16.249889373779200
205795,16.244915008544900
8743,16.189250946044900
153671,16.174831390380800
189565,16.156629562377900
262713,16.148431777954100
247102,16.145254135131800
6750,16.125801086425700
145882,16.114738464355400
162055,16.105430603027300
5556,16.098472595214800
13946,16.043720245361300
146471,15.973623275756800
9770,15.914408683776800
156454,15.914408683776800
89062,15.900381088256800
149726,15.835269927978500
90681,15.833971023559500
44078,15.823398590087800
55781,15.740200042724600
161978,15.726858139038000
18537,15.717984199523900
5983,15.705326080322200
205788,15.628191947937000
228544,15.608592033386200
116084,15.601207733154200
11131,15.557850837707500
184278,15.537310600280700
198885,15.532697677612300
139241,15.523875236511200
196803,15.516510009765600
107569,15.507633209228500
71202,15.463664054870600
4757,15.458089828491200
193814,15.437671661376900
31221,15.417953491210900
4968,15.404630661010700
13962,15.376113891601500
62106,15.361567497253400
35061,15.324170112609800
203840,15.310335159301700
9886,15.308905601501400
243461,15.262790679931600
96048,15.262580871582000
102271,15.249811172485300
194718,15.233774185180600
196899,15.189634323120100
171781,15.186579704284600
207930,15.173220634460400
192559,15.171683311462400
133283,15.112238883972100
194888,15.097828865051200
13873,15.078258514404200
48499,15.056447029113700
238915,15.050731658935500
70010,15.044858932495100
88054,14.997508049011200
196185,14.961421966552700
71161,14.958364486694300
204391,14.953197479248000
186524,14.942832946777300
63424,14.930406570434500
82692,14.930406570434500
58137,14.926693916320800
21566,14.925594329833900
191735,14.913944244384700
148957,14.906046867370600
113620,14.890155792236300
96417,14.886041641235300
242033,14.781946182250900
282804,14.778153419494600
199834,14.772683143615700
61674,14.736965179443300
190072,14.735320091247500
157044,14.687993049621500
37900,14.655810356140100
18028,14.644523620605400
92663,14.615190505981400
194246,14.614317893981900
223643,14.599046707153300
83138,14.536192893981900
195856,14.524888992309500
8783,14.517663955688400
151896,14.517416000366200
154360,14.505801200866700
40173,14.499446868896400
85836,14.490145683288500
60766,14.481285095214800
95641,14.471587181091300
196800,14.463371276855400
39681,14.437990188598600
50205,14.418879508972100
7741,14.391845703125000
212298,14.361577033996500
47345,14.355309486389100
161327,14.350894927978500
88246,14.327476501464800
247587,14.323333740234300
247985,14.302047729492100
152549,14.295839309692300
156792,14.275712966918900
128813,14.258232116699200
268413,14.253359794616700
9697,14.234580993652300
142812,14.233114242553700
169919,14.230554580688400
242494,14.222478866577100
17550,14.215255737304600
68444,14.201522827148400
225923,14.200271606445300
150135,14.192559242248500
145684,14.141109466552700
273928,14.123506546020500
232332,14.120629310607900
74003,14.113539695739700
263282,14.112693786621000
177131,14.091543197631800
48170,14.047180175781200
150912,14.030405044555600
79252,14.011419296264600
135604,14.005752563476500
280448,13.980585098266600
1186,13.965330123901300
269791,13.948832511901800
125650,13.943686485290500
248373,13.943686485290500
63502,13.937568664550700
210480,13.911523818969700
264012,13.906669616699200
13904,13.871884346008300
177272,13.833955764770500
82796,13.821929931640600
41778,13.815428733825600
153860,13.814847946166900
60189,13.779892921447700
47536,13.777779579162500
145607,13.768050193786600
211827,13.746679306030200
246142,13.716710090637200
178608,13.660984039306600
162710,13.636957168579100
81356,13.613251686096100
153015,13.603231430053700
34026,13.602205276489200
14103,13.523056030273400
125412,13.517522811889600
232573,13.517294883728000
264385,13.501083374023400
29578,13.501016616821200
36084,13.498750686645500
255213,13.459016799926700
31280,13.454287528991700
207231,13.452557563781700
172540,13.412915229797300
223317,13.409772872924800
209825,13.404726028442300
153862,13.361542701721100
218232,13.345007896423300
258986,13.297216415405200
259329,13.296081542968700
73974,13.286005020141600
246210,13.240619659423800
117803,13.234252929687500
132568,13.233507156372000
20936,13.230143547058100
186266,13.180629730224600
4488,13.177635192871000
244868,13.163718223571700
210757,13.162367820739700
83555,13.142111778259200
193190,13.126535415649400
71795,13.124789237976000
218853,13.122377395629800
283513,13.103989601135200
196950,13.079857826232900
170672,13.073636054992600
231520,13.067106246948200
262923,13.043094635009700
182083,13.021453857421800
950,13.018026351928700
111144,13.001733779907200
158182,12.993578910827600
22985,12.989596366882300
35124,12.976514816284100
58728,12.970299720764100
6089,12.964796066284100
275408,12.951822280883700
182604,12.928468704223600
255387,12.916795730590800
56175,12.900244712829500
66764,12.882580757141100
210753,12.824144363403300
216633,12.819401741027800
38631,12.787261962890600
35160,12.783575057983300
52049,12.763650894165000
171732,12.721609115600500
121051,12.697816848754800
39197,12.682262420654200
137434,12.676033020019500
237195,12.667567253112700
195820,12.662029266357400
98362,12.662029266357400
2865,12.644788742065400
183038,12.636096000671300
64227,12.595306396484300
168982,12.572580337524400
154521,12.561235427856400
220651,12.551696777343700
42855,12.549824714660600
150941,12.541644096374500
136528,12.475088119506800
168007,12.462112426757800
88723,12.452175140380800
127275,12.440777778625400
142427,12.436035156250000
146849,12.405025482177700
98484,12.401191711425700
53389,12.394480705261200
188103,12.394264221191400
269714,12.378334045410100
155965,12.369123458862300
31404,12.368690490722600
223268,12.367879867553700
188963,12.357623100280700
71193,12.352191925048800
6102,12.334850311279200
112745,12.322298049926700
13336,12.300024986267000
32205,12.297887802124000
155152,12.282332420349100
184034,12.225831031799300
114021,12.191000938415500
129746,12.179376602172800
187717,12.141324996948200
146102,12.131354331970200
64689,12.127098083496000
179280,12.109585762023900
167826,12.094466209411600
229336,12.087245941162100
171888,12.050645828247000
29018,12.038846969604400
274710,12.015810966491700
7469,12.004512786865200
179095,12.003849029541000
103324,11.975537300109800
70412,11.966835021972600
28821,11.960106849670400
112333,11.940816879272400
174922,11.938077926635700
145328,11.924909591674800
8390,11.917609214782700
102362,11.895894050598100
212426,11.879171371459900
32475,11.865456581115700
142702,11.865456581115700
158428,11.850512504577600
154728,11.848067283630300
194519,11.845430374145500
4425,11.836991310119600
19000,11.830745697021400
13960,11.811868667602500
259131,11.799574851989700
128906,11.797945976257300
85869,11.769744873046800
28213,11.769744873046800
14154,11.744749069213800
11316,11.711879730224600
146714,11.689872741699200
265847,11.677740097045800
211470,11.667699813842700
163961,11.624720573425200
52020,11.624273300170800
260756,11.619997024536100
150264,11.619202613830500
119266,11.611040115356400
53458,11.590549468994100
105608,11.590549468994100
229154,11.573477745056100
236894,11.567123413085900
265447,11.567123413085900
150621,11.545226097106900
208403,11.541681289672800
284606,11.508210182189900
165873,11.494077682495100
118621,11.493782997131300
263843,11.459091186523400
222865,11.452735900878900
19850,11.434851646423300
51484,11.432959556579500
104377,11.429837226867600
47327,11.428153038024900
9528,11.421836853027300
176556,11.418275833129800
156580,11.405579566955500
147852,11.396509170532200
60195,11.385396957397400
104023,11.371150970458900
68102,11.367673873901300
279230,11.360832214355400
130029,11.360305786132800
48560,11.327010154724100
10228,11.313139915466300
11888,11.313139915466300
112922,11.307188034057600
231003,11.294505119323700
186407,11.288887023925700
154324,11.268352508544900
85328,11.267511367797800
235893,11.265907287597600
235531,11.254329681396400
46348,11.253623962402300
44612,11.253623962402300
60686,11.232160568237300
196124,11.211678504943800
53652,11.205416679382300
119754,11.182973861694300
749,11.180858612060500
145179,11.180086135864200
210758,11.174413681030200
48749,11.173297882080000
239776,11.164958953857400
188094,11.141796112060500
224445,11.121641159057600
29795,11.101768493652300
256222,11.100597381591700
223302,11.091930389404200
32765,11.079721450805600
251890,11.052417755126900
52308,11.049544334411600
273822,11.048923492431600
75063,11.048923492431600
155720,11.040158271789500
278704,11.035535812377900
127072,11.026737213134700
263848,11.012254714965800
261036,11.012002944946200
72205,11.008594512939400
283354,11.003265380859300
256176,10.997645378112700
194094,10.987106323242100
181368,10.985055923461900
174130,10.973700523376400
81451,10.955922126770000
33114,10.955625534057600
87047,10.952316284179600
187100,10.937059402465800
91313,10.927756309509200
165319,10.912130355834900
162873,10.908573150634700
218680,10.907249450683500
155491,10.896908760070800
80336,10.884562492370600
222490,10.870698928833000
150607,10.857968330383300
193326,10.830254554748500
148505,10.809125900268500
156386,10.801647186279200
244517,10.785598754882800
153449,10.782891273498500
156947,10.782891273498500
44979,10.755857467651300
211371,10.733066558837800
165144,10.722628593444800
208770,10.716707229614200
111967,10.705675125122000
68204,10.696708679199200
251666,10.683458328247000
278039,10.666254997253400
121626,10.657012939453100
217108,10.644895553588800
92190,10.633741378784100
199920,10.629158973693800
244721,10.624067306518500
252830,10.617425918579100
261724,10.617425918579100
250236,10.613791465759200
13737,10.613626480102500
28412,10.600224494934000
8740,10.597938537597600
86447,10.596350669860800
205670,10.590013504028300
169904,10.569029808044400
207081,10.567518234252900
230290,10.567055702209400
55616,10.564987182617100
60412,10.564987182617100
86580,10.557947158813400
12808,10.556474685668900
202023,10.549087524414000
103650,10.537936210632300
143893,10.519820213317800
266274,10.509675979614200
261551,10.502784729003900
55473,10.502063751220700
143431,10.501934051513600
70135,10.501061439514100
72493,10.492229461669900
232092,10.480290412902800
42681,10.479573249816800
102544,10.470685958862300
169884,10.463589668273900
63629,10.441997528076100
244112,10.436392784118600
241568,10.429600715637200
36579,10.421225547790500
209377,10.421054840087800
53317,10.411213874816800
279162,10.406410217285100
246343,10.405720710754300
150314,10.396356582641600
218811,10.388595581054600
58372,10.384517669677700
231670,10.366444587707500
115316,10.352685928344700
6873,10.335131645202600
95085,10.332059860229400
53769,10.302962303161600
201224,10.302962303161600
245367,10.300913810729900
150774,10.286113739013600
194324,10.269946098327600
13319,10.268392562866200
123403,10.258745193481400
1687,10.257387161254800
277781,10.252445220947200
229530,10.251064300537100
62557,10.241124153137200
68487,10.237976074218700
173308,10.236765861511200
280241,10.236383438110300
183698,10.234454154968200
241589,10.227811813354400
85876,10.227811813354400
42012,10.213843345642000
70140,10.210004806518500
5824,10.201227188110300
30658,10.197553634643500
252122,10.184467315673800
204802,10.183665275573700
30327,10.146419525146400
188447,10.127489089965800
278041,10.124813079833900
132971,10.121272087097100
46452,10.115240097045800
232771,10.095145225524900
157555,10.094997406005800
209363,10.090266227722100
151920,10.083926200866700
279004,10.066166877746500
164423,10.015966415405200
165676,10.000651359558100
92278,9.989023208618160
165534,9.974185943603510
106064,9.969575881958000
188474,9.967515945434570
156955,9.966560363769530
28289,9.963383674621580
34732,9.963383674621580
275521,9.956022262573240
193809,9.951408386230460
119574,9.950420379638670
67498,9.950420379638670
268819,9.943726539611810
239,9.943726539611810
179856,9.943247795104980
239680,9.943247795104980
102504,9.942370414733880
230580,9.922382354736320
11452,9.921254158020020
9748,9.914684295654290
239637,9.894813537597650
165991,9.893615722656250
80917,9.883525848388670
162103,9.869338989257810
258665,9.867097854614250
22441,9.837625503540030
112976,9.815977096557610
131623,9.815395355224610
50433,9.811765670776360
240152,9.807518005371090
269262,9.805974960327140
196966,9.805793762207030
22235,9.802894592285150
181138,9.799618721008300
98504,9.798041343688960
167205,9.798041343688960
130528,9.798013687133780
188546,9.795091629028320
199252,9.791724205017090
136093,9.791109085083000
253465,9.782906532287590
43663,9.780368804931640
259873,9.778385162353510
260925,9.755243301391600
271722,9.742725372314450
219889,9.742725372314450
73854,9.736330986022950
150470,9.727446556091300
147471,9.709234237670890
149446,9.706573486328120
209260,9.696170806884760
47893,9.656888961791990
51428,9.637591361999510
224028,9.635488510131830
179827,9.624946594238280
20986,9.623086929321280
31319,9.621749877929680
23767,9.616347312927240
54429,9.616347312927240
44492,9.614980697631830
139930,9.612952232360840
92426,9.599951744079590
82645,9.588006973266600
149527,9.582365989685050
78506,9.578482627868650
220780,9.554126739501950
250262,9.551411628723140
232386,9.540570259094230
104017,9.532727241516110
205119,9.529979705810540
253044,9.527899742126460
10864,9.525423049926750
231919,9.514831542968750
77993,9.509092330932610
56722,9.501217842102050
184010,9.501104354858390
92862,9.498577117919920
139732,9.494274139404290
90104,9.492438316345210
8446,9.489279747009270
11096,9.489279747009270
281429,9.481218338012690
284538,9.478761672973630
265838,9.478134155273430
207161,9.478134155273430
223764,9.472946166992180
67949,9.472072601318360
254691,9.466473579406730
10899,9.466095924377440
261167,9.464731216430660
50465,9.453786849975580
150037,9.447261810302730
224066,9.446215629577630
40725,9.442508697509760
83631,9.431332588195800
103785,9.419041633605950
194476,9.415747642517090
247646,9.412755966186520
271876,9.399027824401850
150184,9.387563705444330
155674,9.387135505676270
246294,9.386352539062500
1410,9.380415916442870
235548,9.380392074584960
25785,9.367362976074210
42853,9.367362976074210
203313,9.365941047668450
270409,9.355834007263180
191169,9.353734970092770
153273,9.349294662475580
196921,9.336407661437980
252217,9.334331512451170
20347,9.331415176391600
151074,9.326150894165030
79435,9.319720268249510
210395,9.318220138549800
197051,9.311695098876950
153715,9.307645797729490
225019,9.302047729492180
39328,9.298248291015620
238716,9.297817230224610
54273,9.277308464050290
182111,9.272709846496580
171922,9.270456314086910
180209,9.267494201660150
156694,9.257654190063470
94317,9.257433891296380
154644,9.225008010864250
262392,9.219209671020500
115263,9.212867736816400
164073,9.212867736816400
277225,9.201175689697260
196287,9.184509277343750
143709,9.135328292846680
166088,9.132777214050290
180290,9.113657951354980
9683,9.105552673339840
76174,9.098631858825680
4151,9.087345123291010
79336,9.085847854614250
282453,9.061462402343750
154972,9.058647155761710
94489,9.037590026855460
62937,9.036631584167480
194732,9.033929824829100
93856,9.016365051269530
44978,9.016365051269530
177350,9.013328552246090
90275,9.004119873046870
263489,8.997115135192870
103934,8.994897842407220
248509,8.992007255554200
242360,8.979887008666990
95444,8.974627494812010
127144,8.971177101135250
230718,8.943185806274410
168596,8.939500808715820
79081,8.930318832397460
190473,8.917570114135740
22706,8.912910461425780
283147,8.912910461425780
148706,8.909223556518550
78522,8.902084350585930
213287,8.900457382202140
62087,8.894966125488280
103764,8.893734931945800
132851,8.865380287170410
8893,8.863579750061030
215374,8.859726905822750
24427,8.856714248657220
100237,8.852079391479490
181318,8.850948333740230
182865,8.835544586181640
79814,8.831990242004390
105436,8.823128700256340
171443,8.822232246398920
278157,8.821144104003900
518,8.817679405212400
138664,8.802929878234860
1525,8.800439834594720
36027,8.798236846923820
243127,8.793063163757320
134158,8.787621498107910
281056,8.786787033081050
5126,8.772075653076170
229824,8.767000198364250
24107,8.757746696472160
130448,8.754967689514160
56617,8.748720169067380
89,8.747030258178710
76867,8.746736526489250
153599,8.742053985595700
187149,8.740818977355950
215198,8.738787651062010
209417,8.733115196228020
85914,8.728698730468750
151075,8.721410751342770
89807,8.697313308715820
148469,8.695850372314450
166777,8.691851615905760
71568,8.679634094238280
103671,8.655627250671380
142884,8.651029586791990
66211,8.645923614501950
265297,8.636846542358390
27346,8.633879661560050
169422,8.633638381958000
73412,8.632192611694330
162187,8.632192611694330
196320,8.626388549804680
146739,8.607659339904780
270301,8.607659339904780
136072,8.603699684143060
166374,8.600875854492180
170749,8.597762107849120
12961,8.588276863098140
34185,8.587774276733390
209146,8.584647178649900
138394,8.583443641662590
105885,8.573867797851560
73629,8.572553634643550
37669,8.563976287841790
254214,8.563976287841790
153186,8.559967041015620
37470,8.550378799438470
140184,8.531333923339840
158461,8.525673866271970
98450,8.519762039184570
183630,8.513366699218750
180456,8.509960174560540
262456,8.509960174560540
33324,8.507019996643060
284069,8.503231048583980
117775,8.499442100524900
241721,8.496751785278320
144057,8.487815856933590
216517,8.485162734985350
164716,8.473071098327630
206550,8.472743034362790
108043,8.471882820129390
235751,8.466878890991210
164889,8.446720123291010
64715,8.414365768432610
53716,8.410433769226070
161591,8.397907257080070
24763,8.389107704162590
21391,8.381588935852050
234263,8.378286361694330
145167,8.375719070434570
266751,8.370659828186030
175450,8.363981246948240
175094,8.363981246948240
75268,8.360492706298820
77490,8.358147621154780
196729,8.352609634399410
128599,8.339874267578120
145158,8.331480026245110
284013,8.324188232421870
247665,8.291696548461910
91238,8.275891304016110
39764,8.264879226684570
202700,8.263864517211910
78207,8.263253211975090
212576,8.258452415466300
7380,8.248865127563470
48037,8.238606452941890
92314,8.238414764404290
235686,8.234937667846680
5851,8.234798431396480
108906,8.210826873779290
258099,8.208376884460450
156052,8.205615997314450
78046,8.194365501403800
193201,8.190271377563470
99014,8.189943313598630
240005,8.176877975463860
11841,8.173307418823240
85382,8.154713630676270
213436,8.150126457214350
195342,8.137569427490230
16120,8.137365341186520
212290,8.114046096801750
130999,8.111936569213860
17777,8.109274864196770
278420,8.097919464111320
98219,8.095461845397950
49631,8.094841003417960
34710,8.091886520385740
282821,8.080825805664060
32818,8.054253578186030
104996,8.043151855468750
21509,8.042004585266110
203312,8.018248558044430
187219,8.012351989746090
250883,8.010483741760250
43148,8.009447097778320
117138,8.003489494323730
237179,7.998877525329590
8557,7.990706443786620
179358,7.986114025115960
49276,7.969354152679440
175136,7.964296340942380
76345,7.963139533996580
276122,7.961822986602780
236655,7.950261116027830
9202,7.948494911193840
7828,7.935485363006590
153115,7.934359550476070
1129,7.927950859069820
249846,7.919181823730460
185411,7.911088466644280
178940,7.907076835632320
237224,7.895966529846190
221107,7.895542144775390
204350,7.895542144775390
80594,7.894839286804190
156175,7.883549690246580
187663,7.875520706176750
189730,7.869278430938720
91780,7.863949298858640
117622,7.863949298858640
55842,7.863553047180170
167078,7.863499164581290
97904,7.847527980804440
37457,7.844340324401850
87669,7.836919784545890
186125,7.836829185485840
178358,7.835205554962150
30857,7.831027030944820
61606,7.830845832824700
142475,7.826841354370110
17280,7.821681499481200
268183,7.819945812225340
82957,7.807812213897700
179595,7.801457405090330
218360,7.790719509124750
66336,7.785546302795410
85181,7.783323764801020
272250,7.779645442962640
136343,7.776164531707760
206837,7.772522926330560
184722,7.762774467468260
86587,7.761651039123530
31944,7.756829261779780
208402,7.750474452972410
14869,7.740338325500480
67909,7.737929821014400
151612,7.734516143798820
87883,7.732864856719970
124329,7.731923103332510
187256,7.729896068572990
35742,7.721805095672600
61996,7.715003013610840
199038,7.713656902313230
40639,7.713216781616210
201653,7.712245941162100
227726,7.705415248870850
152949,7.698874950408930
42658,7.698826313018790
188610,7.696792602539060
38085,7.696277141571040
166989,7.693110466003410
12590,7.679622173309320
120613,7.665991306304930
274504,7.663745403289790
49187,7.662869930267330
54342,7.660083293914790
39619,7.658979415893550
208994,7.648603439331050
94243,7.645719528198240
37889,7.639701843261710
43420,7.639701843261710
100100,7.639693260192870
280817,7.638046264648430
101248,7.635208606719970
78679,7.625398635864250
114523,7.623742580413810
97609,7.622603416442870
85033,7.620181083679190
36681,7.614141941070550
77148,7.614141941070550
51964,7.611835479736320
74920,7.608942031860350
202488,7.605865478515620
139435,7.603349685668940
92975,7.602597236633300
254571,7.600707530975340
15785,7.596322536468500
83961,7.590092182159420
158929,7.589824676513670
1850,7.561074733734130
154438,7.560726165771480
